,,,,,,
,,,,,,
,SWAGAT PETROLEUM,,,,,
,Sr. No,Invoice No,Company ,Qty.,Rate,Amount
,1,,TMBSL,,90.81,0
,,,TML,,90.81,0
,,,,,90.81,0
,,,TOTAL,0,,0
,,,,,,
